,title,source,target,start_date,end_date,geom
29,Pelusium,727192,45635759,,,POINT (32.600128 31.049917)
30,Soloi/Pompeiopolis,648781,45635759,,,POINT (34.5392216667 36.7400556667)
31,Arados,668197,45635759,,,POINT (35.8584331667 34.857075)
32,Mesene/Characene/Shad Bahman/Maisan,912905,45635759,,,POINT (47.562804 30.8093425)
33,D(o)ura/Europos,893990,45635759,,,POINT (40.7300288605 34.747546619)
34,Hydatos Potamoi/Seleukeia Pieria,658483,45635759,,,POINT (35.9285965 36.1212645)
35,Alexandria/Antiochia/Merv,961873,45635759,,,POINT (62.1926395 37.6662575)
36,Chalcis ad Belum,668226,45635759,,,POINT (37.009719 36.007956)
37,Uruk/Orchoe/Erech/Orikut,912986,45635759,,,POINT (45.61715 31.318603)
38,Gadara/Pompeia,678142,45635759,-218.0,,POINT (35.6781455 32.655922)
39,Botrys,668214,45635759,-218.0,,POINT (35.659726 34.253561)
40,Galilaea,678145,45635759,,,POINT (35.25 32.75)
41,Lydda/Diospolis/Georgioupolis,687953,45635759,,,POINT (34.892378 31.9582535)
42,Casiana,975410331,45635759,,,POINT (36.4064745 35.425762)
43,Ioppe,687931,45635759,,,POINT (34.7499295 32.053079)
44,Achaia (settlement),60403,45635759,-305.0,,POINT (61.5 34.5)
45,Seleukobelos?,668364,45635759,,,POINT (36.328006 35.83691)
46,Eleutheros (river),668241,45635759,,,POINT (36.0743639 34.6281243)
47,Seleukis,658592,45635759,,,POINT (36.25 36.25)
48,Aigai(ai)/Aegeae,658368,45635759,-228.0,,POINT (35.789487 36.769676)
49,Idumaea,687927,45635759,,,POINT (34.75 31.25)
50,Cyrrestice,658445,45635759,,,POINT (36.75 36.75)
51,Sidon/Col. Aurelia Pia,678393,45635759,,,POINT (35.37324 33.560328)
52,Beroia,658409,45635759,-305.0,-80,POINT (37.1628351411 36.1994074125)
53,Mygdonia,874614,45635759,,,POINT (40.5 36.5)
54,Ierusalem/Hierosolyma/Col. Aelia Capitolina,687928,45635759,,,POINT (35.234156 31.776679)
55,Tyrus/Col. Septimia Severa,678437,45635759,-218.0,,POINT (35.2038435 33.2698475)
56,Laodicea,668290,45635759,,,POINT (35.7766297 35.51892275)
57,Karastel/Artemita?,894020,45635759,,,POINT (44.822085 33.88109)
58,Europos,658465,45635759,,,POINT (38.012758 36.823588)
59,Baitokaike,668205,45635759,,,POINT (36.251155 34.9304415)
60,Nippur/Nufar/‘Hippareni’,912910,45635759,,,POINT (45.230833 32.126944)
61,Gerasa/Antiochia ad Chrysorhoam,678158,45635759,,,POINT (35.891768 32.2788645)
62,Rhaga(i)/Europos/Arsakia/Ray,903104,45635759,,,POINT (51.447163 35.594267)
63,Herakleia?,668262,45635759,,,POINT (35.7374322212 35.5876133336)
64,Arpadda,122919705,45635759,,,POINT (37.0947397 36.4725818)
65,Bactria,971705,45635759,,,POINT (67.5 37.5)
66,Cutha,893977,45635759,,,POINT (44.6115870118 32.7609196481)
67,Koile Syria/Massyas,668288,45635759,,,POINT (36.25 34.25)
68,Byblos,668216,45635759,,,POINT (35.646289 34.1192635)
69,Kataonia,629004,45635759,,,POINT (36.25 38.25)
70,Abila Dekapoleos/Seleukeia,677992,45635759,-200.0,,POINT (35.80101 32.8228945)
71,Commagene,658443,45635759,,,POINT (37.9555335 36.526222)
72,Zephyrion/Hadrianopolis,648810,45635759,,,POINT (34.638066 36.808642)
73,Akkad,56567730,45635759,,,POINT (44.5 32.5)
74,Nicephorium/Callinicum/Leontopolis,668318,45635759,,,POINT (39.0569913333 35.9500183333)
75,Tapouroi,884219,45635759,,,POINT (51.5 36.5)
76,Sophene,874707,45635759,,,POINT (39.5 38.5)
77,Bactra/Zariaspa,961886,45635759,,,POINT (66.9006005 36.7615135)
78,Hecatompylos?/Komish/[(Shahr-i) Qumis],942276,45635759,,,POINT (54.0382895 35.9610935)
79,Samaria/Sebaste,678370,45635759,,,POINT (35.190436 32.276529)
80,Memphis,736963,45635759,,,POINT (31.255061 29.849491)
81,Gaulanitis,678150,45635759,,,POINT (35.75 33.25)
82,Neapolis,678301,45635759,,,POINT (35.262911 32.218685)
83,Apamea,658385,45635759,,,POINT (37.870076 37.067994)
84,Larsa,912897,45635759,,,POINT (45.853611 31.285833)
85,Ashdod/Azotos (Mesogeios),687838,45635759,,,POINT (34.65407 31.7608365)
86,Antigonia,658380,45635759,,,POINT (36.230077 36.26335)
87,Alexandria Ariorum/Artacavan/Harey,961874,45635759,,,POINT (62.188384 34.345833)
88,Hierapolis/Bambyke,658480,45635759,,,POINT (37.9555335 36.526222)
89,Gazara,687904,45635759,,,POINT (34.920181 31.866353)
90,Seleukeia epi tou Zeugmatos,658589,45635759,,,POINT (38.094502 37.442284)
91,Daphne,658450,45635759,,,POINT (36.1378635 36.1336355)
92,Magarsa/Antiochia ad Pyramum,648701,45635759,,,POINT (35.3455155 36.5449515)
93,Pella/Berenice/Philippeia,678326,45635759,-218.0,,POINT (35.6150595159 32.4494052612)
94,Tarsus/Antiochia ad Cydnum,648789,45635759,,,POINT (34.898228 36.914956)
95,Borsippa/Burs,893964,45635759,,,POINT (44.34719 32.389256)
96,Kamous,678218,45635759,-218.0,,POINT (35.739845 32.591987)
97,Mallos/Antiochia ad Pyramum,648702,45635759,,,POINT (35.453557 36.7395805)
98,Arrapha/Karkha de Beth Seluk,893941,45635759,,,POINT (44.3953 35.468099)
99,Syria,1306,45635759,,,POINT (37.5 37.5)
100,Ramathaim/Arimathaia,688014,45635759,,,POINT (35.021578 32.040597)
101,Antiochia/Theoupolis,658381,45635759,,,POINT (36.183214 36.2225515)
102,Doliche,658455,45635759,,,POINT (37.359985 37.153671)
103,Peraea,697724,45635759,,,POINT (35.75 31.75)
104,Philoteria,678333,45635759,-218.0,,POINT (35.573386 32.713858)
105,Nicopolis,658547,45635759,,,POINT (36.6325185 37.0262595)
106,Ctesiphon,893976,45635759,,,POINT (44.5812226667 33.094703)
107,Nisa(ia)/Parthaunisa/Mithradatkert/Shahr-ram-Peroz,952093,45635759,,,POINT (58.388934 37.937804)
108,Maked,678275,45635759,,,POINT (36.187397 32.943342)
109,Nisibis/Antiochia,874623,45635759,,,POINT (41.2154466667 37.0675116667)
110,Elymais/Susiana,912843,45635759,-311.0,,POINT (48.5 32.5)
111,Iudaea (region),687934,45635759,,,POINT (35.238333 31.928333)
112,Arbela/Arba-ilu,874341,45635759,,,POINT (44.015771 36.1782453333)
113,Alexandria Oxiana?,971693,45635759,,,POINT (69.41185400000001 37.163626)
114,Armenia (region),874350,45635759,,,POINT (40.5 39.5)
115,‘Ad Nonum’/Ornithon Polis?,678000,45635759,,,POINT (35.2741667 33.4047222)
116,Osrhoene,658561,45635759,,,POINT (38.25 37.25)
117,Nemavand/Laodicea/Niphaunda,903088,45635759,,,POINT (48.367981 34.18761)
118,Cappadocia (region),628949,45635759,-255.0,,POINT (35.75 39.25)
119,Gordyene/Corduena,874488,45635759,,,POINT (42.5 37.5)
120,Galatis,678144,45635759,,,POINT (35.75 32.75)
121,Amathe/Epiphaneia,668182,45635759,,,POINT (36.752969 35.1485665)
122,Ashur/‘Lamban’?/‘Liba(nai)’?,893945,45635759,,,POINT (43.2622427773 35.4539215266)
123,Adiabene,893935,45635759,,,POINT (44.015771 36.1782453333)
124,Chalcis sub Libano,678086,45635759,,,POINT (36.241643 33.95773)
125,Hierapolis/Kastabala,658481,45635759,,,POINT (36.1873455 37.176408)
126,(H)Emesa,668261,45635759,,,POINT (36.719319 34.7376565)
127,Carrhae,658427,45635759,-311.0,,POINT (39.0301785 36.8655215)
128,Margiana/Margush/Merv,961934,45635759,,,POINT (62.1926395 37.6662575)
129,Lysias?,668300,45635759,,,POINT (36.155416 35.645991)
130,Batanaia/Basanitis,678054,45635759,,,POINT (36.25 33.25)
131,Sogdiana,60058,45635759,,,POINT (67.2834740424 39.5715923799)
132,Alexandria Eschate,59672,45635759,,,POINT (69.640562 40.264798)
133,Ake/Ptolemais,678010,45635759,-218.0,,POINT (35.079835 32.92128675)
134,Larissa/Sizara,668292,45635759,,,POINT (36.58391 35.27623)
135,Cyrrus/Hagioupolis,658446,45635759,,,POINT (36.952677 36.7396705)
136,Babylonia,912816,45635759,,,POINT (44.5 32.5)
137,Pasargadae/Batrakatash,922693,45635759,,,POINT (53.171660775 30.191851725)
138,Ashqelon/Ascalon,687839,45635759,,,POINT (34.545947 31.6659785)
139,Alexandria ad Issum,658371,45635759,,,POINT (36.173273 36.5841815)
140,Edessa/Antiochia ad Callirhoem,658457,45635759,,,POINT (38.781432 37.1625575)
141,Bostra/Col. Nova Traiana Alexandriana,678073,45635759,,,POINT (36.48369 32.517831)
142,Persis/Pars,922698,45635759,,,POINT (51.5 30.5)
143,Dura,893989,45635759,,,POINT (43.795251 34.459007)
144,Pella/Apamea,668335,45635759,,,POINT (36.402509 35.422241)
145,Parthyene/Parthia,952097,45635759,,,POINT (57.5 38.5)
146,Amphipolis/Tourmeda/Nikatoris?,658377,45635759,,,POINT (38.227144 36.442242)
147,Oeniandos/Epiphaneia,658556,45635759,,,POINT (36.1544146667 36.9618923333)
148,Media Atropatene,874597,45635759,,,POINT (45.5 38.5)
149,Media/Mad(aya) (region),903080,45635759,-311.0,,POINT (46.5 34.5)
150,Susa/Seleucia ad Eulaeum,912936,45635759,,,POINT (48.2537285 32.1887935)
151,Orthosia,668325,45635759,,,POINT (35.954768 34.510876)
152,Gaza,687902,45635759,,,POINT (34.451719 31.5202095)
0,Alexandria,727070,463803480,,,POINT (29.909773 31.201435)
1,Heliopolis,727117,463803480,,,POINT (31.284786 30.131757)
2,Philoteris,737010,463803480,,,POINT (30.467953 29.383026)
3,Luxor Temple,71626430,463803480,,,POINT (32.6380625 25.6985252)
4,Tentyra,786127,463803480,,,POINT (32.6700972222 26.141775)
5,Ptolemais Hermiou/Psoi,756635,463803480,,,POINT (31.802799 26.4773795)
6,Karnak,786050,463803480,,,POINT (32.6578913517 25.7189300736)
7,Diospolis Magna/Thebai,786017,463803480,,,POINT (32.631884 25.664781)
8,Memphis,736963,463803480,,,POINT (31.255061 29.849491)
9,Coptos,786010,463803480,,,POINT (32.815787 25.996402)
10,Naucratis,727169,463803480,,,POINT (30.5919275 30.900508)
11,Antiochia/Theoupolis,658381,463803480,-246.0,,POINT (36.183214 36.2225515)
12,Pelusium,727192,463803480,,,POINT (32.600128 31.049917)
13,Krokodilopolis/Ptolemais Euergetis,736948,463803480,,,POINT (30.8399565 29.3149635)
14,Dionysias,736904,463803480,,,POINT (30.417435 29.40642)
15,Cyrene,373778,463803480,,,POINT (21.8565546881 32.820348545)
16,Kynopolis/Sko/Euergetis,736949,463803480,-163.0,-132,POINT (30.782897 28.479495)
17,Hydatos Potamoi/Seleukeia Pieria,658483,463803480,-246.0,,POINT (35.9285965 36.1212645)
18,Canopus,727097,463803480,-222.0,,POINT (30.0580595 31.313404)
19,Ptolemais Hormou,737029,463803480,,,POINT (30.968603 29.206382)
20,Kleopatra,756586,463803480,-163.0,-132,POINT (30.757485 27.776838)
21,Raphia,688015,463803480,-217.0,,POINT (34.242503 31.290688)
22,Platanos?/Platane?,678336,463803480,-282.0,,POINT (35.518736 33.763156)
23,Philadelpheia,737008,463803480,,,POINT (31.08033 29.453786)
24,Apollonopolis Magna,785974,463803480,,,POINT (32.873196 24.9803375)
25,Theadelpheia,737081,463803480,,,POINT (30.49696 29.348065)
26,Oxyrhynchus/Pemje,736983,463803480,,,POINT (30.65172 28.542574)
27,Arsinoites/Krokodeilopolites Nomos,736893,463803480,,,POINT (30.75 29.25)
0,Priene/‘Lince’?,599905,501458,-283.0,,POINT (27.298333 37.66)
